BPC,CCR,Report Date,Entry,Age,ctznRace,ctznSex,Closed,Unit,Administrative Closure,Allegation,Finding,ofcrRace,ofcrSex
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Arrest,Admin. Closure,White,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Arrest,Admin. Closure,Black,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Arrest,Admin. Closure,Black,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Arrest,Admin. Closure,White,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Entry,Admin. Closure,Black,Female
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Entry,Admin. Closure,Black,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Entry,Admin. Closure,White,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Entry,Admin. Closure,Black,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Entry,Admin. Closure,Black,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Entry,Admin. Closure,White,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Procedure,Admin. Closure,Black,Female
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Procedure,Admin. Closure,Black,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Procedure,Admin. Closure,White,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Procedure,Admin. Closure,Black,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Procedure,Admin. Closure,Black,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Procedure,Admin. Closure,White,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Search,Admin. Closure,Black,Female
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Search,Admin. Closure,Black,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Search,Admin. Closure,White,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Search,Admin. Closure,Black,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Search,Admin. Closure,Black,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,MAJOR VIOLATORS,Transferred,Search,Admin. Closure,White,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,PRISONER PROCESSING UNIT,Transferred,Arrest,Admin. Closure,Black,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,PRISONER PROCESSING UNIT,Transferred,Entry,Admin. Closure,Black,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,PRISONER PROCESSING UNIT,Transferred,Procedure,Admin. Closure,Black,Male
16-607,67740,07/14/2016,Walk In,19,Black,Female,08/11/2016,PRISONER PROCESSING UNIT,Transferred,Search,Admin. Closure,Black,Male
16-608,67741,07/15/2016,Online,19,Black,Female,09/07/2016,7TH PRECINCT,,Procedure,Exonerated,Black,Male
16-608,67741,07/15/2016,Online,19,Black,Female,09/07/2016,7TH PRECINCT,,Property,Unfounded,Black,Male
16-608,67741,07/15/2016,Online,19,Black,Female,09/07/2016,7TH PRECINCT,,Search,Exonerated,Black,Male
16-609,67742,07/15/2016,Walk In,0,Black,Male,10/14/2016,10TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-609,67742,07/15/2016,Walk In,0,Black,Male,10/14/2016,10TH PRECINCT,,Procedure,Sustained,Hispanic,Male
16-609,67742,07/15/2016,Walk In,0,Black,Male,10/14/2016,10TH PRECINCT,,Procedure,Sustained,Hispanic,Male
16-609,67742,07/15/2016,Walk In,0,Black,Male,10/14/2016,10TH PRECINCT,,Procedure,Sustained,Black,Male
16-609,67742,07/15/2016,Walk In,0,Black,Male,10/14/2016,10TH PRECINCT,,Procedure,Sustained,Black,Female
16-609,67742,07/15/2016,Walk In,0,Black,Male,10/14/2016,10TH PRECINCT,,Service,No Charge,Black,Male
16-609,67742,07/15/2016,Walk In,50,Black,Female,10/14/2016,10TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-609,67742,07/15/2016,Walk In,50,Black,Female,10/14/2016,10TH PRECINCT,,Procedure,Sustained,Hispanic,Male
16-609,67742,07/15/2016,Walk In,50,Black,Female,10/14/2016,10TH PRECINCT,,Procedure,Sustained,Hispanic,Male
16-609,67742,07/15/2016,Walk In,50,Black,Female,10/14/2016,10TH PRECINCT,,Procedure,Sustained,Black,Male
16-609,67742,07/15/2016,Walk In,50,Black,Female,10/14/2016,10TH PRECINCT,,Procedure,Sustained,Black,Female
16-609,67742,07/15/2016,Walk In,50,Black,Female,10/14/2016,10TH PRECINCT,,Service,No Charge,Black,Male
16-610,67743,07/15/2016,Telephone (or TDD),32,White,Male,10/13/2016,3RD PRECINCT,,Demeanor,No Charge,White,Male
16-610,67743,07/15/2016,Telephone (or TDD),32,White,Male,10/13/2016,3RD PRECINCT,,Procedure,No Charge,White,Male
16-610,67743,07/15/2016,Telephone (or TDD),32,White,Male,10/13/2016,3RD PRECINCT,,Service,No Charge,White,Male
16-610,67743,07/15/2016,Telephone (or TDD),32,White,Male,10/13/2016,RECORDS/IDENT SECTION,,Demeanor,Not Sustained,Black,Female
16-611,67744,07/18/2016,Telephone (or TDD),54,White,Male,10/12/2016,6TH PRECINCT,,Procedure,No Charge,Black,Male
16-611,67744,07/18/2016,Telephone (or TDD),54,White,Male,10/12/2016,TRAFFIC ENFORCEMENT UNIT,,Demeanor,Not Sustained,Black,Male
16-612,67745,07/18/2016,Telephone (or TDD),43,Other,Female,10/12/2016,8TH PRECINCT,,Entry,Not Sustained,Black,Male
16-612,67745,07/18/2016,Telephone (or TDD),43,Other,Female,10/12/2016,8TH PRECINCT,,Entry,Not Sustained,Black,Female
16-612,67745,07/18/2016,Telephone (or TDD),43,Other,Female,10/12/2016,8TH PRECINCT,,Procedure,Exonerated,Black,Male
16-612,67745,07/18/2016,Telephone (or TDD),43,Other,Female,10/12/2016,8TH PRECINCT,,Procedure,Exonerated,Black,Female
16-612,67745,07/18/2016,Telephone (or TDD),43,Other,Female,10/12/2016,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown
16-613,67746,07/18/2016,Telephone (or TDD),63,Other,Female,08/08/2016,6TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Male
16-613,67746,07/18/2016,Telephone (or TDD),63,Other,Female,08/08/2016,6TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Male
16-613,67746,07/18/2016,Telephone (or TDD),63,Other,Female,08/08/2016,UNKNOWN COMMAND,Admin.close/Inadequate Service,Service,No Charge,Unknown,Unknown
16-614,67747,07/18/2016,Walk In,31,Black,Male,10/13/2016,10TH PRECINCT,,Harassment,No Charge,White,Female
16-614,67747,07/18/2016,Walk In,31,Black,Male,10/13/2016,10TH PRECINCT,,Harassment,Unfounded,White,Male
16-614,67747,07/18/2016,Walk In,31,Black,Male,10/13/2016,10TH PRECINCT,,Harassment,Unfounded,Black,Male
16-615,67748,07/18/2016,Walk In,19,Black,Female,10/21/2016,6TH PRECINCT,,Force,Not Sustained,Black,Male
16-616,67749,07/19/2016,Telephone (or TDD),45,Black,Female,07/28/2016,UNKNOWN COMMAND,Admin. Closure,Procedure,Admin. Closure,Unknown,Unknown
16-616,67749,07/19/2016,Telephone (or TDD),45,Black,Female,07/28/2016,UNKNOWN COMMAND,Admin. Closure,Search,Admin. Closure,Unknown,Unknown
16-617,67750,07/19/2016,Telephone (or TDD),0,Black,Male,09/27/2016,9TH PRECINCT,,Demeanor,Sustained,White,Male
16-617,67750,07/19/2016,Telephone (or TDD),0,Black,Male,09/27/2016,9TH PRECINCT,,Harassment,No Charge,White,Male
16-618,67751,07/19/2016,Online,28,Black,Female,10/13/2016,7TH PRECINCT PDU,,Harassment,No Charge,Black,Male
16-618,67751,07/19/2016,Online,28,Black,Female,10/13/2016,7TH PRECINCT PDU,,Procedure,Not Sustained,Black,Male
16-619,67752,07/20/2016,Walk In,4,Black,Female,10/21/2016,8TH PRECINCT,,Procedure,No Charge,Unknown,Male
16-619,67752,07/20/2016,Walk In,4,Black,Female,10/21/2016,8TH PRECINCT,,Procedure,No Charge,Black,Female
16-619,67752,07/20/2016,Walk In,4,Black,Female,10/21/2016,8TH PRECINCT,,Service,Sustained,Unknown,Male
16-619,67752,07/20/2016,Walk In,4,Black,Female,10/21/2016,8TH PRECINCT,,Service,Sustained,Black,Female
16-620,67753,07/20/2016,Online,36,Black,Female,08/31/2016,3RD PRECINCT,,Demeanor,Not Sustained,White,Male
16-620,67753,07/20/2016,Online,36,Black,Female,08/31/2016,3RD PRECINCT,,Procedure,Not Sustained,White,Male
16-621,67754,07/20/2016,Online,37,Black,Female,10/14/2016,8TH PRECINCT,,Demeanor,Sustained,Black,Male
16-621,67754,07/20/2016,Online,37,Black,Female,10/14/2016,8TH PRECINCT,,Procedure,Exonerated,Black,Male
16-621,67754,07/20/2016,Online,37,Black,Female,10/14/2016,8TH PRECINCT,,Procedure,No Charge,Black,Female
16-621,67754,07/20/2016,Online,37,Black,Female,10/14/2016,8TH PRECINCT,,Service,No Charge,Black,Male
16-621,67754,07/20/2016,Online,37,Black,Female,10/14/2016,8TH PRECINCT,,Service,No Charge,Black,Female
16-621,67754,07/20/2016,Online,37,Black,Female,10/14/2016,8TH PRECINCT PDU,,Demeanor,Not Sustained,Black,Female
16-621,67754,07/20/2016,Online,37,Black,Female,10/14/2016,8TH PRECINCT PDU,,Procedure,Sustained,Black,Female
16-622,67755,07/20/2016,Telephone (or TDD),64,Black,Female,08/02/2016,UNKNOWN COMMAND,Admin. Closure,Procedure,Admin. Closure,Unknown,Unknown
16-622,67755,07/20/2016,Telephone (or TDD),64,Black,Female,08/02/2016,UNKNOWN COMMAND,Admin. Closure,Service,Admin. Closure,Unknown,Unknown
16-623,67756,07/20/2016,Telephone (or TDD),49,Other,Male,09/23/2016,2ND PRECINCT,,Demeanor,Sustained,Black,Female
16-624,67757,07/20/2016,Walk In,32,Black,Male,10/21/2016,8TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-624,67757,07/20/2016,Walk In,32,Black,Male,10/21/2016,8TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-624,67757,07/20/2016,Walk In,32,Black,Male,10/21/2016,8TH PRECINCT,,Force,Not Sustained,Black,Male
16-624,67757,07/20/2016,Walk In,32,Black,Male,10/21/2016,8TH PRECINCT,,Force,Not Sustained,Black,Male
16-624,67757,07/20/2016,Walk In,32,Black,Male,10/21/2016,8TH PRECINCT,,Procedure,Exonerated,Black,Male
16-624,67757,07/20/2016,Walk In,32,Black,Male,10/21/2016,8TH PRECINCT,,Procedure,Exonerated,Black,Male
16-624,67757,07/20/2016,Walk In,32,Black,Male,10/21/2016,8TH PRECINCT,,Procedure,Not Sustained,Black,Male
16-624,67757,07/20/2016,Walk In,32,Black,Male,10/21/2016,8TH PRECINCT,,Procedure,Not Sustained,Black,Male
16-624,67757,07/20/2016,Walk In,32,Black,Male,10/21/2016,8TH PRECINCT,,Procedure,Sustained,Black,Male
16-624,67757,07/20/2016,Walk In,32,Black,Male,10/21/2016,8TH PRECINCT,,Procedure,Sustained,Black,Male
16-624,67757,07/20/2016,Walk In,32,Black,Male,10/21/2016,8TH PRECINCT,,Search,Exonerated,Black,Male
16-624,67757,07/20/2016,Walk In,32,Black,Male,10/21/2016,8TH PRECINCT,,Search,Exonerated,Black,Male
16-624,67757,07/20/2016,Walk In,32,Black,Male,10/21/2016,Unknown Command,,Force,No Charge,Unknown,Unknown
16-625,67758,07/21/2016,Telephone (or TDD),35,Other,Female,08/31/2016,5TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Hispanic,Male
16-625,67758,07/21/2016,Telephone (or TDD),35,Other,Female,08/31/2016,9TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,White,Male
16-625,67758,07/21/2016,Telephone (or TDD),35,Other,Female,08/31/2016,9TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,White,Male
16-625,67758,07/21/2016,Telephone (or TDD),35,Other,Female,08/31/2016,UNKNOWN COMMAND,Admin.close/Inadequate Service,Procedure,No Charge,Unknown,Unknown
16-626,67759,07/21/2016,Telephone (or TDD),28,Black,Male,10/13/2016,MOUNTED,,Demeanor,Sustained,White,Male
16-626,67759,07/21/2016,Telephone (or TDD),28,Black,Male,10/13/2016,MOUNTED,,Procedure,Sustained,White,Male
16-626,67759,07/21/2016,Telephone (or TDD),28,Black,Male,10/13/2016,MOUNTED,,Service,No Charge,White,Male
16-627,67760,07/21/2016,Telephone (or TDD),33,Black,Male,08/01/2016,UNKNOWN COMMAND,Admin. Closure,Harassment,Admin. Closure,Unknown,Unknown
16-628,67761,07/22/2016,Walk In,50,Black,Male,10/11/2016,TRAFFIC ENFORCEMENT UNIT,,Demeanor,Unfounded,Black,Female
16-628,67761,07/22/2016,Walk In,50,Black,Male,10/11/2016,TRAFFIC ENFORCEMENT UNIT,,Procedure,Exonerated,Black,Female
16-628,67761,07/22/2016,Walk In,50,Black,Male,10/11/2016,TRAFFIC ENFORCEMENT UNIT,,Service,No Charge,Black,Female
16-629,67762,07/22/2016,Telephone (or TDD),51,Black,Male,10/21/2016,8TH PRECINCT,,Procedure,Exonerated,Black,Male
16-629,67762,07/22/2016,Telephone (or TDD),51,Black,Male,10/21/2016,8TH PRECINCT,,Procedure,Exonerated,Black,Male
16-629,67762,07/22/2016,Telephone (or TDD),51,Black,Male,10/21/2016,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown
16-630,67763,07/22/2016,Telephone (or TDD),23,White,Female,10/21/2016,CITYWIDE PARK UNIT,,Demeanor,Unfounded,Black,Male
16-630,67763,07/22/2016,Telephone (or TDD),23,White,Female,10/21/2016,CITYWIDE PARK UNIT,,Demeanor,Unfounded,Black,Male
16-630,67763,07/22/2016,Telephone (or TDD),23,White,Female,10/21/2016,CITYWIDE PARK UNIT,,Procedure,Exonerated,Black,Male
16-630,67763,07/22/2016,Telephone (or TDD),23,White,Female,10/21/2016,CITYWIDE PARK UNIT,,Procedure,Unfounded,Black,Male
16-631,67764,07/22/2016,Telephone (or TDD),19,Black,Male,09/23/2016,UNKNOWN COMMAND,Transferred,Force,Admin. Closure,Unknown,Unknown
16-632,67765,07/22/2016,Telephone (or TDD),26,White,Female,08/09/2016,UNKNOWN COMMAND,Admin. Closure,Procedure,Admin. Closure,Unknown,Unknown
16-633,67766,07/25/2016,Telephone (or TDD),23,Black,Male,10/21/2016,3RD PRECINCT,,Procedure,Unfounded,Black,Male
16-633,67766,07/25/2016,Telephone (or TDD),23,Black,Male,10/21/2016,3RD PRECINCT,,Procedure,Unfounded,Black,Female
16-633,67766,07/25/2016,Telephone (or TDD),23,Black,Male,10/21/2016,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown
16-634,67767,07/25/2016,Telephone (or TDD),80,Black,Female,08/23/2016,TELEPHONE CRIME REPORTING UNIT,Admin. Closure,Demeanor,Admin. Closure,Unknown,Unknown
16-634,67767,07/25/2016,Telephone (or TDD),80,Black,Female,08/23/2016,TELEPHONE CRIME REPORTING UNIT,Admin. Closure,Service,Admin. Closure,Unknown,Unknown
16-634,67767,07/25/2016,Telephone (or TDD),80,Black,Female,08/23/2016,UNKNOWN COMMAND,Admin. Closure,Demeanor,No Charge,Unknown,Unknown
16-634,67767,07/25/2016,Telephone (or TDD),80,Black,Female,08/23/2016,UNKNOWN COMMAND,Admin. Closure,Service,No Charge,Unknown,Unknown
16-635,67768,07/26/2016,Telephone (or TDD),28,Black,Female,10/12/2016,CITYWIDE PARK UNIT,,Arrest,Exonerated,Black,Male
16-635,67768,07/26/2016,Telephone (or TDD),28,Black,Female,10/12/2016,CITYWIDE PARK UNIT,,Arrest,Exonerated,Black,Male
16-635,67768,07/26/2016,Telephone (or TDD),28,Black,Female,10/12/2016,CITYWIDE PARK UNIT,,Demeanor,Not Sustained,Black,Male
16-635,67768,07/26/2016,Telephone (or TDD),28,Black,Female,10/12/2016,CITYWIDE PARK UNIT,,Procedure,Exonerated,Black,Male
16-635,67768,07/26/2016,Telephone (or TDD),28,Black,Female,10/12/2016,CITYWIDE PARK UNIT,,Procedure,Exonerated,Black,Male
16-636,67769,07/26/2016,Telephone (or TDD),38,Black,Male,10/21/2016,SEX CRIMES UNIT,,Procedure,Exonerated,Black,Male
16-636,67769,07/26/2016,Telephone (or TDD),38,Black,Male,10/21/2016,SEX CRIMES UNIT,,Property,No Charge,Black,Male
16-637,67770,07/26/2016,Letter,60,Black,Female,09/13/2016,UNKNOWN COMMAND,Transferred,Procedure,Admin. Closure,Unknown,Unknown
16-637,67770,07/26/2016,Letter,55,Black,Male,09/13/2016,UNKNOWN COMMAND,Transferred,Procedure,Admin. Closure,Unknown,Unknown
16-638,67771,07/27/2016,Walk In,56,Black,Female,10/21/2016,COMMUNICATIONS OPERATIONS,Admin.close/Inadequate Service,Service,Admin. Closure,Unknown,Unknown
16-638,67771,07/27/2016,Walk In,56,Black,Female,10/21/2016,UNKNOWN COMMAND,Admin.close/Inadequate Service,Procedure,No Charge,Unknown,Unknown
16-638,67771,07/27/2016,Walk In,56,Black,Female,10/21/2016,UNKNOWN COMMAND,Admin.close/Inadequate Service,Service,No Charge,Unknown,Unknown
16-639,67772,07/27/2016,Telephone (or TDD),0,White,Female,08/03/2016,UNKNOWN COMMAND,Admin. Closure,Property,Admin. Closure,Unknown,Unknown
16-639,67772,07/27/2016,Telephone (or TDD),0,White,Female,08/03/2016,UNKNOWN COMMAND,Admin. Closure,Service,Admin. Closure,Unknown,Unknown
16-640,67773,07/27/2016,Telephone (or TDD),0,Unknown,Unknown,07/28/2016,3RD PRECINCT,Duplication,Harassment,Void,White,Male
16-641,67774,07/27/2016,Telephone (or TDD),47,Arabic,Male,10/26/2016,3RD PRECINCT,,Demeanor,Not Sustained,White,Male
16-641,67774,07/27/2016,Telephone (or TDD),47,Arabic,Male,10/26/2016,3RD PRECINCT,,Harassment,Unfounded,White,Male
16-642,67775,07/27/2016,Telephone (or TDD),0,Black,Female,09/08/2016,5TH PRECINCT,,Procedure,Sustained,White,Male
16-642,67775,07/27/2016,Telephone (or TDD),0,Black,Female,09/08/2016,TRAFFIC ENFORCEMENT UNIT,,Procedure,No Charge,Black,Male
16-643,67776,07/27/2016,Telephone (or TDD),46,Black,Male,08/29/2016,12TH PRECINCT,,Demeanor,No Charge,Black,Male
16-643,67776,07/27/2016,Telephone (or TDD),46,Black,Male,08/29/2016,12TH PRECINCT,,Demeanor,Not Sustained,Asian,Male
16-643,67776,07/27/2016,Telephone (or TDD),46,Black,Male,08/29/2016,12TH PRECINCT,,Force,Not Sustained,Asian,Male
16-643,67776,07/27/2016,Telephone (or TDD),46,Black,Male,08/29/2016,12TH PRECINCT,,Procedure,Not Sustained,Black,Male
16-643,67776,07/27/2016,Telephone (or TDD),46,Black,Male,08/29/2016,12TH PRECINCT,,Procedure,Not Sustained,Asian,Male
16-643,67776,07/27/2016,Telephone (or TDD),46,Black,Male,08/29/2016,12TH PRECINCT,,Service,No Charge,Black,Male
16-643,67776,07/27/2016,Telephone (or TDD),46,Black,Male,08/29/2016,12TH PRECINCT,,Service,No Charge,Asian,Male
16-644,67777,07/28/2016,Telephone (or TDD),59,Black,Male,08/02/2016,UNKNOWN COMMAND,Transferred,Procedure,Admin. Closure,Unknown,Unknown
16-645,67778,07/28/2016,Telephone (or TDD),29,Black,Female,08/08/2016,MAJOR VIOLATORS,Admin. Closure,Procedure,Admin. Closure,Black,Male
16-645,67778,07/28/2016,Telephone (or TDD),29,Black,Female,08/08/2016,UNKNOWN COMMAND,Admin. Closure,Procedure,No Charge,Unknown,Unknown
16-645,67778,07/28/2016,Telephone (or TDD),29,Black,Female,08/08/2016,UNKNOWN COMMAND,Admin. Closure,Search,No Charge,Unknown,Unknown
16-646,67779,07/28/2016,Telephone (or TDD),42,Black,Female,10/21/2016,12TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-646,67779,07/28/2016,Telephone (or TDD),42,Black,Female,10/21/2016,12TH PRECINCT,,Procedure,Exonerated,Black,Male
16-646,67779,07/28/2016,Telephone (or TDD),42,Black,Female,10/21/2016,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown
16-647,67780,07/28/2016,Walk In,42,Black,Female,08/01/2016,UNKNOWN COMMAND,Transferred,Demeanor,Admin. Closure,Unknown,Unknown
16-647,67780,07/28/2016,Walk In,42,Black,Female,08/01/2016,UNKNOWN COMMAND,Transferred,Procedure,Admin. Closure,Unknown,Unknown
16-647,67780,07/28/2016,Walk In,42,Black,Female,08/01/2016,UNKNOWN COMMAND,Transferred,Property,Admin. Closure,Unknown,Unknown
16-648,67781,07/28/2016,Walk In,42,Black,Female,07/29/2016,UNKNOWN COMMAND,Duplication,Demeanor,Void,Unknown,Unknown
16-648,67781,07/28/2016,Walk In,42,Black,Female,07/29/2016,UNKNOWN COMMAND,Duplication,Procedure,Void,Unknown,Unknown
16-648,67781,07/28/2016,Walk In,42,Black,Female,07/29/2016,UNKNOWN COMMAND,Duplication,Property,Void,Unknown,Unknown
16-649,67782,07/28/2016,Walk In,42,Black,Female,07/29/2016,UNKNOWN COMMAND,Duplication,Demeanor,Void,Unknown,Unknown
16-649,67782,07/28/2016,Walk In,42,Black,Female,07/29/2016,UNKNOWN COMMAND,Duplication,Procedure,Void,Unknown,Unknown
16-649,67782,07/28/2016,Walk In,42,Black,Female,07/29/2016,UNKNOWN COMMAND,Duplication,Property,Void,Unknown,Unknown
16-650,67783,07/28/2016,Walk In,42,Black,Female,07/29/2016,UNKNOWN COMMAND,Duplication,Demeanor,Void,Unknown,Unknown
16-650,67783,07/28/2016,Walk In,42,Black,Female,07/29/2016,UNKNOWN COMMAND,Duplication,Procedure,Void,Unknown,Unknown
16-650,67783,07/28/2016,Walk In,42,Black,Female,07/29/2016,UNKNOWN COMMAND,Duplication,Property,Void,Unknown,Unknown
16-651,67784,07/28/2016,Walk In,42,Black,Female,07/29/2016,UNKNOWN COMMAND,Duplication,Demeanor,Void,Unknown,Unknown
16-651,67784,07/28/2016,Walk In,42,Black,Female,07/29/2016,UNKNOWN COMMAND,Duplication,Procedure,Void,Unknown,Unknown
16-651,67784,07/28/2016,Walk In,42,Black,Female,07/29/2016,UNKNOWN COMMAND,Duplication,Property,Void,Unknown,Unknown
16-652,67785,07/29/2016,Telephone (or TDD),66,Unknown,Male,08/29/2016,COMMUNICATIONS OPERATIONS,,Demeanor,Not Sustained,Black,Female
16-652,67785,07/29/2016,Telephone (or TDD),66,Unknown,Male,08/29/2016,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown
16-652,67785,07/29/2016,Telephone (or TDD),66,Unknown,Male,08/29/2016,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown
16-652,67785,07/29/2016,Telephone (or TDD),66,Unknown,Male,08/29/2016,UNKNOWN COMMAND,,Service,No Charge,Unknown,Unknown
16-653,67786,07/29/2016,Telephone (or TDD),21,Black,Female,10/06/2016,TRAFFIC ENFORCEMENT UNIT,Admin. Closure,Demeanor,Admin. Closure,Black,Male
16-654,67787,07/29/2016,Walk In,23,Biracial,Female,10/26/2016,12TH PRECINCT,,Demeanor,Not Sustained,White,Female
